ServiceDateTime,Routes,RouteName,EarlyDeparture,OnTime,LateArrival,Missing,TimePointCount,OTP,AverageDwellTime
5/14/2016,20,NEW BRAUNFELS Frequent,19,456,47,2,522,87.36,98.03
5/14/2016,21,KIRBY / CONVERSE,4,78,163,84,245,31.84,143.94
5/14/2016,22,HAYS Frequent,18,228,82,1,328,69.51,105.83
5/14/2016,24,EAST HOUSTON Frequent,12,206,100,23,318,64.78,112.00
5/14/2016,25,E. COMMERCE Frequent,10,320,73,83,403,79.4,130.46
5/14/2016,26,MARTIN LUTHER KING,11,182,72,27,265,68.68,88.14
5/14/2016,28,PORTER,4,260,215,19,479,54.28,143.55
5/14/2016,30,RIGSBY,13,169,39,4,221,76.47,204.01
5/14/2016,32,STEVES AVE.,2,239,31,3,272,87.87,171.75
5/14/2016,34,SOUTH ST.MARY'S,3,275,88,28,366,75.14,92.14
5/14/2016,36,S.PRESA,9,172,39,1,220,78.18,197.71
5/14/2016,42,ROOSEVELT,13,232,124,14,369,62.87,99.29
5/14/2016,43,SOUTH FLORES,9,311,31,9,351,88.6,143.21
5/14/2016,44,PLEASANTON RD.,9,301,50,9,360,83.61,159.23
5/14/2016,46,COMMERCIAL,6,184,25,1,215,85.58,156.68
5/14/2016,51,NOGALITOS,2,235,122,11,359,65.46,176.51
5/14/2016,54,SOUTH ALAMO,1,80,24,3,105,76.19,232.89
5/14/2016,62,KIRK,1,151,46,7,198,76.26,191.06
5/14/2016,64,US 90 Express,12,96,31,69,139,69.06,148.92
5/14/2016,65,JBSA EXPRESS LACKLAND AFB/USO,1,61,13,5,75,81.33,293.25
5/14/2016,66,CERALVO Frequent,14,354,21,1,389,91,169.71
5/14/2016,67,LAREDO,11,161,15,1,187,86.1,202.21
5/14/2016,68,GUADALUPE Frequent,14,434,180,24,628,69.11,168.01
5/14/2016,70,CESAR CHAVEZ,1,81,22,17,104,77.88,102.58
5/14/2016,75,W. COMMERCE Frequent,14,461,115,12,590,78.14,178.07
5/14/2016,76,WEST COMMERCE Skip,13,334,71,4,418,79.9,136.20
5/14/2016,77,MARTIN,6,64,74,46,144,44.44,121.66
5/14/2016,79,RUIZ  Frequent,39,225,48,12,312,72.12,80.55
5/14/2016,82,CULEBRA,5,309,96,10,410,75.37,209.26
5/14/2016,88,BANDERA,11,280,88,9,379,73.88,230.56
5/14/2016,89,POPLAR,8,134,52,5,194,69.07,133.63
5/14/2016,90,WOODLAWN,11,266,68,5,345,77.1,157.24
5/14/2016,94,IH-10 / FIESTA TEXAS Express,7,189,47,26,243,77.78,80.42
5/14/2016,95,FREDERICKSBURG RD,6,171,18,1,195,87.69,161.81
5/14/2016,96,VANCE JACKSON,8,328,26,9,362,90.61,148.30
5/14/2016,97,WEST AVE,2,359,138,19,499,71.94,198.55
5/14/2016,100,PRIMO FRED RD,13,840,272,15,1125,74.67,159.05
5/14/2016,502,THOUSAND OAKS,8,259,6,3,273,94.87,223.73
5/14/2016,505,BASSE,1,163,36,4,200,81.5,121.25
5/14/2016,509,HILDEBRAND,9,296,62,7,367,80.65,194.22
5/14/2016,515,SOUTHCROSS,11,208,27,0,246,84.55,113.80
5/14/2016,520,ZARZAMORA,70,862,144,56,1076,80.11,134.63
5/14/2016,522,BABCOCK,4,199,13,5,216,92.13,92.51
5/14/2016,524,GENERAL McMULLEN Frequent,17,249,120,35,386,64.51,290.51
5/14/2016,534,WURZBACH,13,310,68,7,391,79.28,108.38
5/14/2016,550,LOOPER Skip,13,412,121,8,546,75.46,193.03
5/14/2016,551,LOOPER Skip,19,471,167,30,657,71.69,137.97
5/14/2016,602,NORTH STAR / MEDICAL CENTER,7,142,22,4,171,83.04,115.27
5/14/2016,603,MEDICAL CENTER/UTSA,1,116,23,10,140,82.86,151.89
5/14/2016,604,MEDICAL CENTER/UNIVERSITY HGTS.,4,148,25,3,177,83.62,99.16
5/14/2016,605,UTSA/MAINLAND,1,74,9,9,84,88.1,152.84
5/14/2016,606,MEDICAL CENTER/ALAMO RANCH,15,184,17,1,216,85.19,121.25
5/14/2016,607,MEDICAL CENTER / INGRAM,1,91,9,1,101,90.1,157.73
5/14/2016,609,INGRAM/MAINLAND,0,85,8,0,93,91.4,264.78
5/14/2016,610,INGRAM/NORTHWEST CROSSING,15,166,14,25,195,85.13,97.57
5/14/2016,611,VALLEY-HI / KEL-LAC,0,78,11,19,89,87.64,187.23
5/14/2016,612,KEL-LAC/WESTLAKES,2,97,7,2,106,91.51,112.58
5/14/2016,613,HERITAGE NW / KEL-LAC,3,126,15,3,144,87.5,90.25
5/14/2016,614,HIDDEN COVE / KEL-LAC,3,99,5,1,107,92.52,120.32
5/14/2016,615,KEL-LAC / HERITAGE PARK,2,99,7,0,108,91.67,251.87
5/14/2016,616,SKY HARBOUR/KEL-LAC,11,144,16,25,171,84.21,146.28
5/14/2016,617,KEL-LAC / RAINBOW HILLS,3,85,19,1,107,79.44,75.73
5/14/2016,618,INGRAM/WESTLAKES,5,79,16,28,100,79,178.47
5/14/2016,619,KEL-LAC / INDIAN CREEK,2,78,13,15,93,83.87,95.93
5/14/2016,620,INGRAM/NWVISTAS,4,72,16,1,92,78.26,118.28
5/14/2016,630,RANDOLPH/SUNRISE/INDUSTRY,5,284,112,8,401,70.82,146.72
5/14/2016,632,RANDOLPH/VENTURA,3,125,44,64,172,72.67,127.61
5/14/2016,640,VALLEY FORGE,2,67,10,7,79,84.81,118.21
5/14/2016,641,KNOLLCREEK,1,83,3,0,87,95.4,125.37
5/14/2016,642,NACOGDOCHES,0,88,10,0,98,89.8,122.10
5/14/2016,647,NORTH STAR / HARRY WURZBACH,3,106,23,3,132,80.3,130.02
5/14/2016,648,NORTH STAR / STONE OAK PKWY.,10,211,34,8,255,82.75,148.74
5/14/2016,651,DECO DISTRICT / CASTLE HILLS,0,20,72,4,92,21.74,64.81
5/14/2016,660,NWVISTAS/UNIVESITY P&R,12,82,63,3,157,52.23,144.32
5/15/2016,2,BLANCO,7,334,153,10,494,67.61,225.36
5/15/2016,3,SAN PEDRO SKIP,3,336,107,0,446,75.34,172.53
5/15/2016,4,SAN PEDRO Frequent,12,436,45,20,493,88.44,175.55
5/15/2016,5,McCULLOUGH,5,230,50,8,285,80.7,230.05
5/15/2016,7,SIGHTSEER SPECIAL,2,62,23,1,87,71.26,143.02
5/15/2016,8,N ST MARYS,6,238,42,2,286,83.22,180.65
5/15/2016,9,BROADWAY,6,276,17,31,299,92.31,210.86
5/15/2016,10,NACO/BROADWAY,3,281,22,24,306,91.83,247.91
5/15/2016,14,PERRIN BEITEL,5,355,67,9,427,83.14,119.64
5/15/2016,16,JBSA EXPRESS FT. SAM HOUSTON / USO,0,38,0,0,38,100,281.04
5/15/2016,17,IH-35 Express,1,79,0,12,80,98.75,252.97
5/15/2016,20,NEW BRAUNFELS Frequent,15,448,52,9,515,86.99,218.45
5/15/2016,21,KIRBY / CONVERSE,4,204,47,59,255,80,134.40
5/15/2016,22,HAYS Frequent,15,188,57,1,260,72.31,172.62
5/15/2016,24,EAST HOUSTON Frequent,26,254,47,15,327,77.68,129.43
5/15/2016,25,E. COMMERCE Frequent,12,208,61,88,281,74.02,161.77
5/15/2016,26,MARTIN LUTHER KING,5,253,30,4,288,87.85,79.32
5/15/2016,28,PORTER,3,286,94,1,383,74.67,220.43
5/15/2016,30,RIGSBY,8,181,24,6,213,84.98,184.69
5/15/2016,32,STEVES AVE.,0,161,23,1,184,87.5,165.30
5/15/2016,34,SOUTH ST.MARY'S,3,219,118,8,340,64.41,254.30
5/15/2016,36,S.PRESA,7,198,10,1,215,92.09,143.73
5/15/2016,42,ROOSEVELT,4,302,64,2,370,81.62,165.19
5/15/2016,43,SOUTH FLORES,5,299,3,5,307,97.39,190.07
5/15/2016,44,PLEASANTON RD.,11,279,22,4,312,89.42,197.34
5/15/2016,46,COMMERCIAL,10,180,25,1,215,83.72,232.75
5/15/2016,51,NOGALITOS,12,261,71,1,344,75.87,123.47
5/15/2016,62,KIRK,1,141,61,9,203,69.46,267.19
5/15/2016,64,US 90 Express,15,120,5,37,140,85.71,124.63
5/15/2016,65,JBSA EXPRESS LACKLAND AFB/USO,0,28,3,7,31,90.32,299.08
5/15/2016,66,CERALVO Frequent,9,355,26,0,390,91.03,194.39
5/15/2016,67,LAREDO,3,120,6,3,129,93.02,213.26
5/15/2016,68,GUADALUPE Frequent,7,530,72,7,609,87.03,146.12
5/15/2016,75,W. COMMERCE Frequent,8,296,94,15,398,74.37,147.43
5/15/2016,76,WEST COMMERCE Skip,11,342,44,3,397,86.15,82.86
5/15/2016,77,MARTIN,1,107,50,22,158,67.72,148.59
5/15/2016,79,RUIZ  Frequent,15,173,27,5,215,80.47,106.56
5/15/2016,82,CULEBRA,19,353,29,1,401,88.03,148.41
5/15/2016,88,BANDERA,10,333,35,0,378,88.1,270.79
5/15/2016,89,POPLAR,3,156,39,1,198,78.79,153.72
5/15/2016,90,WOODLAWN,18,305,20,2,343,88.92,151.14
5/15/2016,94,IH-10 / FIESTA TEXAS Express,11,223,16,19,250,89.2,75.72
5/15/2016,95,FREDERICKSBURG RD,6,178,12,0,196,90.82,177.56
5/15/2016,96,VANCE JACKSON,4,208,27,6,239,87.03,166.43
5/15/2016,97,WEST AVE,7,168,81,50,256,65.63,45.09
5/15/2016,100,PRIMO FRED RD,53,779,204,25,1036,75.19,110.22
5/15/2016,502,THOUSAND OAKS,13,175,4,0,192,91.15,188.04
5/15/2016,505,BASSE,1,141,10,47,152,92.76,137.55
5/15/2016,515,SOUTHCROSS,5,237,4,0,246,96.34,113.03
5/15/2016,520,ZARZAMORA,50,645,121,10,816,79.04,162.26
5/15/2016,522,BABCOCK,5,181,26,1,212,85.38,115.64
5/15/2016,524,GENERAL McMULLEN Frequent,10,284,30,24,324,87.65,193.90
5/15/2016,534,WURZBACH,5,262,14,3,281,93.24,214.39
5/15/2016,550,LOOPER Skip,5,320,29,1,354,90.4,113.31
5/15/2016,551,LOOPER Skip,2,362,23,6,387,93.54,90.10
5/15/2016,602,NORTH STAR / MEDICAL CENTER,4,137,21,8,162,84.57,130.06
5/15/2016,603,MEDICAL CENTER/UTSA,4,114,7,1,125,91.2,308.54
5/15/2016,604,MEDICAL CENTER/UNIVERSITY HGTS.,1,110,8,5,119,92.44,122.94
5/15/2016,606,MEDICAL CENTER/ALAMO RANCH,6,195,8,1,209,93.3,148.37
5/15/2016,607,MEDICAL CENTER / INGRAM,0,98,3,1,101,97.03,130.08
5/15/2016,609,INGRAM/MAINLAND,4,85,4,0,93,91.4,287.26
5/15/2016,610,INGRAM/NORTHWEST CROSSING,9,175,13,23,197,88.83,195.71
5/15/2016,611,VALLEY-HI / KEL-LAC,0,84,5,19,89,94.38,156.26
5/15/2016,612,KEL-LAC/WESTLAKES,1,104,3,0,108,96.3,168.41
5/15/2016,613,HERITAGE NW / KEL-LAC,0,100,8,0,108,92.59,100.78
5/15/2016,614,HIDDEN COVE / KEL-LAC,2,100,3,3,105,95.24,270.05
5/15/2016,615,KEL-LAC / HERITAGE PARK,5,100,3,0,108,92.59,278.64
5/15/2016,616,SKY HARBOUR/KEL-LAC,4,119,3,18,126,94.44,133.48
5/15/2016,617,KEL-LAC / RAINBOW HILLS,2,104,1,1,107,97.2,93.92
5/15/2016,618,INGRAM/WESTLAKES,3,94,4,27,101,93.07,129.91
5/15/2016,619,KEL-LAC / INDIAN CREEK,1,64,29,14,94,68.09,100.27
5/15/2016,620,INGRAM/NWVISTAS,1,91,0,1,92,98.91,139.49
5/15/2016,630,RANDOLPH/SUNRISE/INDUSTRY,19,246,63,2,328,75,85.36
5/15/2016,632,RANDOLPH/VENTURA,3,125,9,47,137,91.24,85.55
5/15/2016,642,NACOGDOCHES,3,88,0,1,91,96.7,203.90
5/15/2016,647,NORTH STAR / HARRY WURZBACH,7,93,20,15,120,77.5,198.37
5/15/2016,648,NORTH STAR / STONE OAK PKWY.,3,187,30,9,220,85,153.47
5/15/2016,651,DECO DISTRICT / CASTLE HILLS,0,56,40,0,96,58.33,103.52
5/16/2016,2,BLANCO,5,685,175,26,865,79.19,138.53
5/16/2016,3,SAN PEDRO SKIP,14,562,90,5,666,84.38,150.80
5/16/2016,4,SAN PEDRO Frequent,9,631,65,9,705,89.5,118.48
5/16/2016,5,McCULLOUGH,20,334,92,4,446,74.89,188.71
5/16/2016,6,US-281 Express,10,121,37,12,168,72.02,120.94
5/16/2016,7,SIGHTSEER SPECIAL,3,64,12,17,79,81.01,118.69
5/16/2016,8,N ST MARYS,13,427,106,28,546,78.21,112.33
5/16/2016,9,BROADWAY,17,258,43,48,318,81.13,187.82
5/16/2016,10,NACO/BROADWAY,3,249,86,28,338,73.67,145.02
5/16/2016,14,PERRIN BEITEL,17,506,127,13,650,77.85,156.51
5/16/2016,17,IH-35 Express,8,114,10,52,132,86.36,295.32
5/16/2016,20,NEW BRAUNFELS Frequent,36,584,60,98,680,85.88,178.87
5/16/2016,21,KIRBY / CONVERSE,16,228,140,108,384,59.38,146.70
5/16/2016,22,HAYS Frequent,63,325,16,1,404,80.45,146.66
5/16/2016,24,EAST HOUSTON Frequent,12,378,49,4,439,86.1,86.16
5/16/2016,25,E. COMMERCE Frequent,15,314,124,110,453,69.32,71.75
5/16/2016,26,MARTIN LUTHER KING,13,292,88,16,393,74.3,93.17
5/16/2016,28,PORTER,18,403,145,6,566,71.2,149.81
5/16/2016,30,RIGSBY,22,281,64,9,367,76.57,155.87
5/16/2016,32,STEVES AVE.,10,269,47,3,326,82.52,231.97
5/16/2016,34,SOUTH ST.MARY'S,15,394,118,90,527,74.76,227.56
5/16/2016,36,S.PRESA,7,286,28,10,321,89.1,157.16
5/16/2016,42,ROOSEVELT,10,450,78,43,538,83.64,111.60
5/16/2016,43,SOUTH FLORES,22,265,52,21,339,78.17,154.19
5/16/2016,44,PLEASANTON RD.,3,276,86,4,365,75.62,176.71
5/16/2016,46,COMMERCIAL,15,260,39,4,314,82.8,146.66
5/16/2016,48,IH-35 S Express,4,10,2,15,16,62.5,46.06
5/16/2016,51,NOGALITOS,13,377,76,4,466,80.9,159.10
5/16/2016,54,SOUTH ALAMO,0,89,27,0,116,76.72,104.24
5/16/2016,62,KIRK,9,234,66,5,309,75.73,143.26
5/16/2016,64,US 90 Express,18,157,34,61,209,75.12,131.22
5/16/2016,66,CERALVO Frequent,19,612,47,17,678,90.27,155.71
5/16/2016,67,LAREDO,11,189,46,14,246,76.83,192.79
5/16/2016,68,GUADALUPE Frequent,5,508,120,31,633,80.25,156.33
5/16/2016,70,CESAR CHAVEZ,5,99,9,17,113,87.61,166.91
5/16/2016,75,W. COMMERCE Frequent,23,461,145,12,629,73.29,168.34
5/16/2016,76,WEST COMMERCE Skip,17,490,49,1,556,88.13,215.57
5/16/2016,77,MARTIN,3,146,65,42,214,68.22,153.56
5/16/2016,79,RUIZ  Frequent,35,263,83,11,381,69.03,130.74
5/16/2016,82,CULEBRA,11,472,71,4,554,85.2,110.73
5/16/2016,88,BANDERA,21,413,63,9,497,83.1,152.97
5/16/2016,89,POPLAR,3,270,32,1,305,88.52,162.72
5/16/2016,90,WOODLAWN,6,367,50,4,423,86.76,241.79
5/16/2016,93,IH-10 CROSSROADS/UTSA Express,14,249,20,10,283,87.99,131.51
5/16/2016,94,IH-10 / FIESTA TEXAS Express,2,179,23,74,204,87.75,98.45
5/16/2016,95,FREDERICKSBURG RD,2,197,20,1,219,89.95,176.01
5/16/2016,96,VANCE JACKSON,22,387,43,3,452,85.62,141.47
5/16/2016,97,WEST AVE,5,346,170,33,521,66.41,176.37
5/16/2016,100,PRIMO FRED RD,17,1107,313,30,1437,77.04,162.82
5/16/2016,502,THOUSAND OAKS,5,202,60,9,267,75.66,193.97
5/16/2016,505,BASSE,1,189,26,2,216,87.5,177.00
5/16/2016,509,HILDEBRAND,6,289,79,5,374,77.27,158.91
5/16/2016,515,SOUTHCROSS,27,285,39,90,351,81.2,167.99
5/16/2016,520,ZARZAMORA,62,1046,266,51,1374,76.13,170.54
5/16/2016,522,BABCOCK,14,337,49,6,400,84.25,124.80
5/16/2016,524,GENERAL McMULLEN Frequent,21,637,116,54,774,82.3,144.89
5/16/2016,534,WURZBACH,29,522,100,7,651,80.18,204.84
5/16/2016,550,LOOPER Skip,15,462,71,5,548,84.31,196.98
5/16/2016,551,LOOPER Skip,16,528,113,17,657,80.37,201.59
5/16/2016,602,NORTH STAR / MEDICAL CENTER,9,168,79,13,256,65.63,110.99
5/16/2016,603,MEDICAL CENTER/UTSA,10,139,40,29,189,73.54,135.84
5/16/2016,604,MEDICAL CENTER/UNIVERSITY HGTS.,5,139,39,9,183,75.96,107.17
5/16/2016,605,UTSA/MAINLAND,2,62,17,21,81,76.54,166.09
5/16/2016,606,MEDICAL CENTER/ALAMO RANCH,5,192,25,5,222,86.49,92.97
5/16/2016,607,MEDICAL CENTER / INGRAM,1,92,9,3,102,90.2,101.22
5/16/2016,609,INGRAM/MAINLAND,2,98,34,1,134,73.13,224.94
5/16/2016,610,INGRAM/NORTHWEST CROSSING,8,210,36,27,254,82.68,148.10
5/16/2016,611,VALLEY-HI / KEL-LAC,3,72,19,20,94,76.6,159.72
5/16/2016,612,KEL-LAC/WESTLAKES,4,103,6,1,113,91.15,80.40
5/16/2016,613,HERITAGE NW / KEL-LAC,4,125,18,0,147,85.03,116.65
5/16/2016,614,HIDDEN COVE / KEL-LAC,2,100,11,1,113,88.5,89.60
5/16/2016,615,KEL-LAC / HERITAGE PARK,3,129,13,2,145,88.97,107.17
5/16/2016,616,SKY HARBOUR/KEL-LAC,5,121,39,31,165,73.33,108.51
5/16/2016,617,KEL-LAC / RAINBOW HILLS,5,105,35,2,145,72.41,74.37
5/16/2016,618,INGRAM/WESTLAKES,3,61,42,22,106,57.55,162.16
5/16/2016,619,KEL-LAC / INDIAN CREEK,6,94,21,23,121,77.69,97.24
5/16/2016,620,INGRAM/NWVISTAS,0,98,31,3,129,75.97,205.39
5/16/2016,630,RANDOLPH/SUNRISE/INDUSTRY,2,242,180,17,424,57.08,144.32
5/16/2016,632,RANDOLPH/VENTURA,3,159,66,90,228,69.74,105.27
5/16/2016,640,VALLEY FORGE,1,71,9,5,81,87.65,92.99
5/16/2016,641,KNOLLCREEK,2,82,5,0,89,92.13,86.30
5/16/2016,642,NACOGDOCHES,0,91,6,1,97,93.81,119.47
5/16/2016,647,NORTH STAR / HARRY WURZBACH,3,127,22,1,152,83.55,141.42
5/16/2016,648,NORTH STAR / STONE OAK PKWY.,5,249,22,2,276,90.22,162.79
5/16/2016,651,DECO DISTRICT / CASTLE HILLS,2,126,31,6,159,79.25,77.01
5/16/2016,660,NWVISTAS/UNIVESITY P&R,3,147,37,7,187,78.61,134.85
5/17/2016,2,BLANCO,6,696,140,39,842,82.66,170.18
5/17/2016,3,SAN PEDRO SKIP,7,577,83,4,667,86.51,142.92
5/17/2016,4,SAN PEDRO Frequent,17,619,74,4,710,87.18,137.44
5/17/2016,5,McCULLOUGH,26,396,24,4,446,88.79,242.20
5/17/2016,6,US-281 Express,9,166,2,3,177,93.79,128.08
5/17/2016,7,SIGHTSEER SPECIAL,2,48,19,27,69,69.57,59.74
5/17/2016,8,N ST MARYS,16,450,80,3,546,82.42,180.98
5/17/2016,9,BROADWAY,12,277,50,27,339,81.71,121.73
5/17/2016,10,NACO/BROADWAY,4,256,47,59,307,83.39,199.04
5/17/2016,14,PERRIN BEITEL,17,540,88,18,645,83.72,207.01
5/17/2016,17,IH-35 Express,5,120,7,52,132,90.91,172.40
5/17/2016,20,NEW BRAUNFELS Frequent,33,583,37,113,653,89.28,124.85
5/17/2016,21,KIRBY / CONVERSE,41,306,34,107,381,80.31,160.43
5/17/2016,22,HAYS Frequent,20,326,49,10,395,82.53,143.56
5/17/2016,24,EAST HOUSTON Frequent,15,387,37,4,439,88.15,90.03
5/17/2016,25,E. COMMERCE Frequent,17,308,120,118,445,69.21,100.76
5/17/2016,26,MARTIN LUTHER KING,14,272,105,18,391,69.57,157.71
5/17/2016,28,PORTER,21,426,117,10,564,75.53,171.88
5/17/2016,30,RIGSBY,20,325,29,2,374,86.9,146.87
5/17/2016,32,STEVES AVE.,5,271,52,1,328,82.62,177.49
5/17/2016,34,SOUTH ST.MARY'S,15,416,71,115,502,82.87,220.28
5/17/2016,36,S.PRESA,8,293,24,6,325,90.15,263.11
5/17/2016,42,ROOSEVELT,18,441,80,42,539,81.82,103.54
5/17/2016,43,SOUTH FLORES,14,303,38,5,355,85.35,118.92
5/17/2016,44,PLEASANTON RD.,5,253,70,41,328,77.13,145.79
5/17/2016,46,COMMERCIAL,17,282,15,4,314,89.81,237.82
5/17/2016,48,IH-35 S Express,2,13,3,13,18,72.22,90.86
5/17/2016,51,NOGALITOS,27,358,69,26,454,78.85,151.53
5/17/2016,54,SOUTH ALAMO,4,67,43,10,114,58.77,108.27
5/17/2016,62,KIRK,12,261,35,6,308,84.74,135.20
5/17/2016,64,US 90 Express,18,142,52,58,212,66.98,165.50
5/17/2016,66,CERALVO Frequent,12,634,35,3,681,93.1,114.70
5/17/2016,67,LAREDO,7,218,26,1,251,86.85,169.79
5/17/2016,68,GUADALUPE Frequent,25,471,124,32,620,75.97,142.38
5/17/2016,70,CESAR CHAVEZ,2,90,20,18,112,80.36,130.76
5/17/2016,75,W. COMMERCE Frequent,19,480,123,19,622,77.17,129.86
5/17/2016,76,WEST COMMERCE Skip,10,500,43,4,553,90.42,137.60
5/17/2016,77,MARTIN,7,178,26,32,211,84.36,135.39
5/17/2016,79,RUIZ  Frequent,28,279,70,15,377,74.01,100.16
5/17/2016,82,CULEBRA,19,462,60,19,541,85.4,156.73
5/17/2016,88,BANDERA,23,429,46,16,498,86.14,153.98
5/17/2016,89,POPLAR,10,262,34,9,306,85.62,164.92
5/17/2016,90,WOODLAWN,14,373,36,4,423,88.18,145.72
5/17/2016,93,IH-10 CROSSROADS/UTSA Express,9,251,15,18,275,91.27,159.44
5/17/2016,94,IH-10 / FIESTA TEXAS Express,5,192,9,72,206,93.2,96.90
5/17/2016,95,FREDERICKSBURG RD,1,183,34,2,218,83.94,191.40
5/17/2016,96,VANCE JACKSON,22,362,58,13,442,81.9,181.21
5/17/2016,97,WEST AVE,8,378,165,57,551,68.6,119.22
5/17/2016,100,PRIMO FRED RD,38,1045,344,40,1427,73.23,124.39
5/17/2016,502,THOUSAND OAKS,0,221,50,5,271,81.55,172.08
5/17/2016,505,BASSE,2,195,18,3,215,90.7,265.43
5/17/2016,509,HILDEBRAND,10,313,51,5,374,83.69,244.76
5/17/2016,515,SOUTHCROSS,16,266,50,109,332,80.12,189.78
5/17/2016,520,ZARZAMORA,69,1069,228,59,1366,78.26,163.04
5/17/2016,522,BABCOCK,10,368,27,1,405,90.86,146.01
5/17/2016,524,GENERAL McMULLEN Frequent,34,670,63,61,767,87.35,169.68
5/17/2016,534,WURZBACH,37,541,85,9,663,81.6,179.77
5/17/2016,550,LOOPER Skip,20,498,33,2,551,90.38,228.29
5/17/2016,551,LOOPER Skip,16,573,85,21,674,85.01,225.14
5/17/2016,602,NORTH STAR / MEDICAL CENTER,4,208,53,4,265,78.49,159.40
5/17/2016,603,MEDICAL CENTER/UTSA,3,140,38,29,181,77.35,135.57
5/17/2016,604,MEDICAL CENTER/UNIVERSITY HGTS.,1,158,25,8,184,85.87,176.57
5/17/2016,605,UTSA/MAINLAND,0,61,14,21,75,81.33,180.23
5/17/2016,606,MEDICAL CENTER/ALAMO RANCH,8,203,12,4,223,91.03,190.29
5/17/2016,607,MEDICAL CENTER / INGRAM,0,98,5,2,103,95.15,165.46
5/17/2016,609,INGRAM/MAINLAND,4,110,14,7,128,85.94,237.90
5/17/2016,610,INGRAM/NORTHWEST CROSSING,12,217,24,28,253,85.77,89.83
5/17/2016,611,VALLEY-HI / KEL-LAC,7,76,8,23,91,83.52,233.48
5/17/2016,612,KEL-LAC/WESTLAKES,6,97,6,5,109,88.99,195.36
5/17/2016,613,HERITAGE NW / KEL-LAC,9,126,8,4,143,88.11,111.24
5/17/2016,614,HIDDEN COVE / KEL-LAC,4,105,4,1,113,92.92,77.78
5/17/2016,615,KEL-LAC / HERITAGE PARK,1,132,11,3,144,91.67,111.90
5/17/2016,616,SKY HARBOUR/KEL-LAC,15,153,2,26,170,90,167.60
5/17/2016,617,KEL-LAC / RAINBOW HILLS,10,133,2,2,145,91.72,146.24
5/17/2016,618,INGRAM/WESTLAKES,5,81,14,28,100,81,88.83
5/17/2016,619,KEL-LAC / INDIAN CREEK,12,102,6,24,120,85,78.82
5/17/2016,620,INGRAM/NWVISTAS,2,113,13,7,128,88.28,190.68
5/17/2016,630,RANDOLPH/SUNRISE/INDUSTRY,19,251,153,18,423,59.34,164.18
5/17/2016,632,RANDOLPH/VENTURA,5,171,55,87,231,74.03,118.19
5/17/2016,640,VALLEY FORGE,0,64,11,11,75,85.33,120.73
5/17/2016,641,KNOLLCREEK,1,83,3,2,87,95.4,199.96
5/17/2016,642,NACOGDOCHES,0,90,7,1,97,92.78,115.35
5/17/2016,647,NORTH STAR / HARRY WURZBACH,4,147,1,1,152,96.71,111.59
5/17/2016,648,NORTH STAR / STONE OAK PKWY.,10,249,12,7,271,91.88,101.03
5/17/2016,651,DECO DISTRICT / CASTLE HILLS,2,145,11,7,158,91.77,129.80
5/17/2016,660,NWVISTAS/UNIVESITY P&R,1,149,31,9,181,82.32,132.53
5/18/2016,2,BLANCO,18,669,162,37,849,78.8,136.10
5/18/2016,3,SAN PEDRO SKIP,11,591,63,6,665,88.87,162.51
5/18/2016,4,SAN PEDRO Frequent,6,616,82,10,704,87.5,142.12
5/18/2016,5,McCULLOUGH,26,371,36,17,433,85.68,216.49
5/18/2016,6,US-281 Express,6,167,1,6,174,95.98,93.20
5/18/2016,7,SIGHTSEER SPECIAL,4,48,17,27,69,69.57,27.79
5/18/2016,8,N ST MARYS,27,461,56,23,544,84.74,170.51
5/18/2016,9,BROADWAY,8,269,49,40,326,82.52,148.34
5/18/2016,10,NACO/BROADWAY,7,269,60,32,336,80.06,230.20
5/18/2016,14,PERRIN BEITEL,17,510,111,25,638,79.94,123.46
5/18/2016,17,IH-35 Express,7,122,6,49,135,90.37,131.34
5/18/2016,20,NEW BRAUNFELS Frequent,35,559,60,102,654,85.47,177.48
5/18/2016,21,KIRBY / CONVERSE,16,282,77,113,375,75.2,148.10
5/18/2016,22,HAYS Frequent,4,385,11,5,400,96.25,176.29
5/18/2016,24,EAST HOUSTON Frequent,12,378,47,6,437,86.5,138.00
5/18/2016,25,E. COMMERCE Frequent,23,367,66,118,456,80.48,130.61
5/18/2016,26,MARTIN LUTHER KING,17,344,47,1,408,84.31,114.55
5/18/2016,28,PORTER,26,413,100,33,539,76.62,135.12
5/18/2016,30,RIGSBY,34,283,43,16,360,78.61,186.00
5/18/2016,32,STEVES AVE.,3,304,16,6,323,94.12,260.37
5/18/2016,34,SOUTH ST.MARY'S,19,408,73,129,500,81.6,189.63
5/18/2016,36,S.PRESA,9,245,71,6,325,75.38,254.44
5/18/2016,42,ROOSEVELT,26,458,52,33,536,85.45,141.29
5/18/2016,43,SOUTH FLORES,15,307,30,8,352,87.22,105.38
5/18/2016,44,PLEASANTON RD.,4,271,95,11,370,73.24,143.56
5/18/2016,46,COMMERCIAL,21,269,27,1,317,84.86,244.50
5/18/2016,48,IH-35 S Express,4,12,0,15,16,75,171.92
5/18/2016,51,NOGALITOS,24,387,55,4,466,83.05,98.65
5/18/2016,54,SOUTH ALAMO,1,84,29,2,114,73.68,91.09
5/18/2016,62,KIRK,24,243,22,25,289,84.08,252.83
5/18/2016,64,US 90 Express,16,155,37,62,208,74.52,162.42
5/18/2016,66,CERALVO Frequent,9,630,43,2,682,92.38,159.48
