ServiceDate,Routes,RouteName,CurrentRevenue,Ridership,TokenCount,TicketCount,PassCount,BillCount,UnclassifiedRevenue,DumpCount
8/26/2016,34,34-S.ST.MARY'S,854.28,2238,0,0,1296,460,43.22,241
8/26/2016,36,36-S. PRESA ST.,401.57,841,0,0,457,195,16.13,111
8/26/2016,40,40-VIVA Mission,64.65,137,0,0,92,32,0.85,4
8/26/2016,42,42-ROOSEVELT,493.77,1252,0,0,703,284,27.13,131
8/26/2016,43,43-S. FLORES,420.99,1145,0,0,653,234,13.98,109
8/26/2016,44,44-PLEASANTON RD.,566.47,1390,0,0,773,299,26.18,159
8/26/2016,46,46-COMMERCIAL,312.23,715,0,0,412,156,15.62,81
8/26/2016,48,48-IH 35 South Express,23.25,36,0,0,13,14,0.55,3
8/26/2016,51,51-NOGALITOS STREET,635.84,1764,0,0,1116,352,30.77,175
8/26/2016,54,54-S.MAIN,134.64,390,0,0,219,71,7.23,36
8/26/2016,62,62-KELLY U.S.A.,304.71,800,0,0,492,160,15.62,87
8/26/2016,64,64-KLAC/SEA WORLD/N.W. VISTA    ,191.54,817,0,0,591,117,12.67,31
8/26/2016,66,66-CERALVO,557.94,1368,0,0,778,299,31.59,155
8/26/2016,67,67-LAREDO,278.86,827,0,0,473,152,13.43,74
8/26/2016,68,68-GUADALUPE,803.8,2277,0,0,1396,440,47.21,216
8/26/2016,70,70-DURANGO,61.34,226,1,0,147,32,4.65,21
8/26/2016,75,75-WEST COMMERCE,741.18,2309,0,0,1398,417,56.45,235
8/26/2016,76,76-OLD HWY. 90 W.,652.26,2296,0,0,1574,367,32.18,167
8/26/2016,77,77-MARTIN ST.,246.91,730,0,0,464,130,10.82,71
8/26/2016,79,79-RUIZ ST.,429.02,1448,0,0,977,226,23.08,130
8/26/2016,82,82-CULEBRA,726.42,1904,0,0,1205,400,34.62,194
8/26/2016,88,88-BANDERA RD.,764.56,1964,0,0,1197,428,47.61,200
8/26/2016,89,89-DONALDSON,328.86,902,0,0,564,163,14.32,83
8/26/2016,90,90-BABCOCK RD.,489.43,1413,1,0,819,251,24.94,130
8/26/2016,93,93-CROSS./UTSA/P/R EXP.,118.91,670,0,0,268,76,8.95,15
8/26/2016,94,94-FIESTA/UTSA/EXPRESS          ,114.34,454,0,0,218,77,6.15,20
8/26/2016,95,95-Fredericksburg Rd.,252.74,1106,0,0,760,131,9.58,84
8/26/2016,96,96-VANCE JACKSON RD.,786.89,2345,0,0,1500,458,43.15,218
8/26/2016,97,97-WEST AVENUE,564.29,1537,0,0,969,323,20.23,156
8/26/2016,100,100 - PRIMO FREDRICKSBURG RD.,1456.34,5893,0,0,3951,844,92.1,428
8/26/2016,301,301-RED                         ,446.96,619,0,0,297,277,34.15,49
8/26/2016,502,502-THOUSAND OAKS               ,382.02,1089,0,0,746,221,22.89,112
8/26/2016,505,505-BASSE RD.,265.7,639,1,0,388,155,8.16,59
8/26/2016,509,509-HILDEBRAND                  ,331.22,805,0,0,500,198,22.46,92
8/26/2016,515,515-SOUTHCROSS                  ,412.03,975,1,0,514,211,14.81,91
8/26/2016,520,520-ZARZAMORA                   ,2312.75,6555,1,0,4042,1284,94.27,585
8/26/2016,522,522-CUPPLES RD.                 ,427.38,1098,0,0,663,201,14.43,114
8/26/2016,524,524-MCMULLEN                    ,1085.32,2700,0,0,1560,588,61.31,300
8/26/2016,534,534-WURZBACH                    ,750.82,2379,0,0,1562,433,40.81,217
8/26/2016,550,550-LOOPER LIMITED STOP,1334.3,3610,0,0,2356,781,63.71,315
8/26/2016,551,551-LOOPER LIMITED STOP,1191.59,3356,0,0,2265,666,56.37,292
8/26/2016,602,602-MED/N CENT,489,1125,1,0,688,247,34.77,123
8/26/2016,603,603-MED/WD  PK/UTSA,226.31,722,0,0,423,131,7.59,59
8/26/2016,604,604-CROSSROADS/WOODS OF SHAVANO ,145.29,409,1,0,242,73,5.05,46
8/26/2016,605,605-MED./BRAUN,143.96,353,0,0,161,77,7.63,39
8/26/2016,606,606-INGRAM/NEW TERRITORIES      ,207.42,472,0,0,258,113,11.43,63
8/26/2016,607,607-CROSS./INGR.,115.51,375,0,0,239,66,8.36,36
8/26/2016,609,609-BRAUN/INGR,179.68,383,0,0,211,102,6.12,43
8/26/2016,610,610-N.W. CROSSING,265.65,550,0,0,322,150,11.27,74
8/26/2016,611,611-VALLEY HI,134.07,275,0,0,163,53,7.02,23
8/26/2016,612,612-WESTLAKES,125.66,379,0,0,195,66,5.7,29
8/26/2016,613,613-HERITAGE NW,280.08,587,0,0,330,154,12.1,77
8/26/2016,614,614-HIDDEN COVE,122.34,253,0,0,132,65,6.72,37
8/26/2016,615,615-HERITAGE PK.,331.88,602,0,0,341,168,10.67,58
8/26/2016,616,616-SKY HARBOUR,203.04,392,0,0,222,105,7.31,40
8/26/2016,617,617-RAINBOW HILLS,242.85,492,0,0,284,122,8.64,49
8/26/2016,618,618-WLAKES/ING.,118.21,255,0,0,147,66,5.42,30
8/26/2016,619,619-INDIAN CREEK,162.09,380,0,0,241,74,8.57,43
8/26/2016,620,620-BRAUN./MED.,166.78,404,0,0,216,89,9.58,51
8/26/2016,629,629 - INDUSTRY PARK,64.58,145,0,0,91,34,3.5,14
8/26/2016,630,630-SUNRISE,101.76,238,0,0,139,63,6.64,24
8/26/2016,631,631 - SUNRISE/SUMMERFEST,59.99,168,0,0,100,38,1.9,7
8/26/2016,632,632-WOODLAKE,381.17,1116,0,0,621,213,28.21,109
8/26/2016,640,640-NACO PASS/ROLLING OAKS      ,54.75,108,0,0,60,25,4.64,19
8/26/2016,641,641-NACO PASS/ROLLING OAKS      ,88.92,210,1,0,111,49,6.23,26
8/26/2016,642,642-NACO PASS/SELMA             ,105.17,290,0,0,163,61,7.28,37
8/26/2016,647,647-TERRELL PLZ.,125.69,300,0,0,177,75,6.96,36
8/26/2016,648,648-HOLLYWOOD PK.,164.44,470,0,0,309,91,7.68,39
8/26/2016,651,651-CASTLE HILLS ,249.62,637,0,0,341,126,10.07,68
8/26/2016,660,660-UNIV P&R / NW VISTA,143.12,318,0,0,153,84,8.24,31
8/27/2016,2,2-BLANCO RD.,819.99,2102,0,0,1071,475,65.58,222
8/27/2016,3,3-SAN PEDRO,425.56,1597,1,0,809,241,22.07,117
8/27/2016,4,4-SAN PEDRO,571.4,2195,0,0,1046,349,26.03,141
8/27/2016,5,5-MC CULLOUGH,281.86,829,0,0,401,154,17.71,72
8/27/2016,8,8-N.ST.MARYS,317.23,848,0,0,430,203,19.63,89
8/27/2016,9,9-BROADWAY,269.98,848,0,0,451,168,11.82,68
8/27/2016,10,10-NACO./BROAD.,284.76,964,0,0,524,179,18.41,78
8/27/2016,11,11-NACOGDOCHES,116.62,263,0,0,157,76,7.14,20
8/27/2016,14,14-PERRIN BEITL,761.23,1900,2,0,955,460,63.35,199
8/27/2016,16,16-Ft. Sam Express,249.75,230,0,0,66,87,3.45,8
8/27/2016,17,17-RANDOLPH P/R,209.9,556,0,0,333,119,14.3,35
8/27/2016,20,20-NEW BRAUNFELS,813.27,2540,0,0,1228,479,42.2,201
8/27/2016,21,21-KIRBY,318.28,783,0,0,407,182,11.69,68
8/27/2016,22,22-NOLAN,214.32,752,0,0,337,130,10.69,57
8/27/2016,24,24-E.HOUSTON,323.58,817,0,0,398,186,14.92,75
8/27/2016,25,25-EAST COMMERCE,481.63,1408,0,0,660,288,30.99,123
8/27/2016,26,26-M.L. KING,375.14,1257,1,0,599,220,15.72,90
8/27/2016,28,28-PORTER,574.69,1320,0,0,651,362,32.92,139
8/27/2016,30,30-RIGSBY,406.59,931,0,0,412,224,18.11,101
8/27/2016,32,32-STEVES AVENUE,380.55,962,0,0,473,220,28.76,89
8/27/2016,34,34-S.ST.MARY'S,480.47,1304,0,0,609,288,26.93,126
8/27/2016,36,36-S. PRESA ST.,209.07,467,0,0,214,128,15.38,57
8/27/2016,40,40-VIVA Mission,37.85,83,0,0,52,21,0.1,2
8/27/2016,42,42-ROOSEVELT,436.01,1053,0,0,505,253,37.94,133
8/27/2016,43,43-S. FLORES,309.63,944,0,0,389,163,15.15,71
8/27/2016,44,44-PLEASANTON RD.,315.02,927,1,0,433,193,12.3,80
8/27/2016,46,46-COMMERCIAL,144.13,352,0,0,151,87,3.98,39
8/27/2016,51,51-NOGALITOS STREET,469.62,1235,0,0,611,289,24.01,111
8/27/2016,54,54-S.MAIN,77.93,180,0,0,88,42,4.16,12
8/27/2016,62,62-KELLY U.S.A.,190.22,376,0,0,168,118,6.6,46
8/27/2016,64,64-KLAC/SEA WORLD/N.W. VISTA    ,139.27,576,0,0,389,71,4.31,15
8/27/2016,65,65-LACKLAND/USO EXPRESS         ,280.85,221,0,0,58,149,12.47,19
8/27/2016,66,66-CERALVO,343.2,895,1,0,450,204,16.75,71
8/27/2016,67,67-LAREDO,132.16,339,0,0,160,84,6.91,37
8/27/2016,68,68-GUADALUPE,421.63,1534,0,0,698,256,16.92,108
8/27/2016,70,70-DURANGO,56.56,136,0,0,66,33,0.59,9
8/27/2016,75,75-WEST COMMERCE,566.86,2142,0,0,920,343,45.98,153
8/27/2016,76,76-OLD HWY. 90 W.,560.25,1827,0,0,992,310,28.84,157
8/27/2016,77,77-MARTIN ST.,147.13,473,0,0,238,94,4.2,32
8/27/2016,79,79-RUIZ ST.,306.28,1185,0,0,649,183,18.11,80
8/27/2016,82,82-CULEBRA,541.32,1448,0,0,755,315,27.92,140
8/27/2016,88,88-BANDERA RD.,443.44,1223,0,0,627,260,21.63,114
8/27/2016,89,89-DONALDSON,260.48,826,0,0,369,155,14.59,71
8/27/2016,90,90-BABCOCK RD.,256.69,869,0,0,414,140,28.89,82
8/27/2016,94,94-FIESTA/UTSA/EXPRESS          ,208.6,532,0,0,275,131,14.59,30
8/27/2016,95,95-Fredericksburg Rd.,195.09,954,1,0,464,104,11.43,47
8/27/2016,96,96-VANCE JACKSON RD.,580.63,1658,1,0,853,360,26.01,133
8/27/2016,97,97-WEST AVENUE,412.52,1214,0,0,622,250,37.97,104
8/27/2016,100,100 - PRIMO FREDRICKSBURG RD.,1035.41,3945,0,0,2241,598,53.9,267
8/27/2016,301,301-RED                         ,530.95,653,0,0,230,264,22.12,58
8/27/2016,502,502-THOUSAND OAKS               ,329.37,959,0,0,575,190,11.06,73
8/27/2016,505,505-BASSE RD.,189.02,491,0,0,211,113,10.56,55
8/27/2016,509,509-HILDEBRAND                  ,199.1,534,0,0,279,127,5.92,51
8/27/2016,515,515-SOUTHCROSS                  ,195.94,456,0,0,201,122,19.07,48
8/27/2016,520,520-ZARZAMORA                   ,1423.35,4757,1,0,2341,844,66.13,369
8/27/2016,522,522-CUPPLES RD.                 ,184.55,486,0,0,231,114,7.53,36
8/27/2016,524,524-MCMULLEN                    ,586.38,1580,0,0,684,351,23.26,140
8/27/2016,534,534-WURZBACH                    ,495.77,1417,0,0,757,297,25.71,122
8/27/2016,550,550-LOOPER LIMITED STOP,934.89,2820,0,0,1604,564,64.2,233
8/27/2016,551,551-LOOPER LIMITED STOP,902.33,2967,0,0,1639,556,39.37,231
8/27/2016,602,602-MED/N CENT,274.37,592,0,0,345,171,42.75,96
8/27/2016,603,603-MED/WD  PK/UTSA,230.12,504,0,0,240,126,10.97,43
8/27/2016,604,604-CROSSROADS/WOODS OF SHAVANO ,132.38,267,0,0,111,70,8.96,36
8/27/2016,605,605-MED./BRAUN,90.69,215,0,0,97,50,4.38,22
8/27/2016,606,606-INGRAM/NEW TERRITORIES      ,142.6,374,0,0,213,91,18.82,37
8/27/2016,607,607-CROSS./INGR.,111.46,323,0,0,164,73,3.3,24
8/27/2016,609,609-BRAUN/INGR,56.59,119,0,0,55,27,1.48,10
8/27/2016,610,610-N.W. CROSSING,191.22,386,0,0,199,117,10.71,48
8/27/2016,611,611-VALLEY HI,101.14,335,0,0,162,58,5.11,29
8/27/2016,612,612-WESTLAKES,73.3,224,0,0,98,40,4.49,12
8/27/2016,613,613-HERITAGE NW,220.58,529,0,0,277,125,3.98,32
8/27/2016,614,614-HIDDEN COVE,88.36,194,0,0,98,57,5.55,24
8/27/2016,615,615-HERITAGE PK.,158.22,415,0,0,219,95,6.59,35
8/27/2016,616,616-SKY HARBOUR,224.69,427,0,0,176,131,7.98,43
8/27/2016,617,617-RAINBOW HILLS,176.81,363,0,0,171,91,8.34,36
8/27/2016,618,618-WLAKES/ING.,135.42,380,0,0,203,79,6.36,35
8/27/2016,619,619-INDIAN CREEK,98.55,219,0,0,116,60,2.68,20
8/27/2016,620,620-BRAUN./MED.,105.51,222,0,0,116,62,8.16,25
8/27/2016,629,629 - INDUSTRY PARK,72.15,158,0,0,78,53,3.94,23
8/27/2016,630,630-SUNRISE,105.51,268,0,0,147,56,4.6,24
8/27/2016,631,631 - SUNRISE/SUMMERFEST,8.5,42,0,0,22,6,0.25,1
8/27/2016,632,632-WOODLAKE,312.29,767,0,0,404,194,26.33,70
8/27/2016,640,640-NACO PASS/ROLLING OAKS      ,83.45,149,0,0,60,50,12.21,24
8/27/2016,641,641-NACO PASS/ROLLING OAKS      ,52.64,112,0,0,53,30,3.2,14
8/27/2016,642,642-NACO PASS/SELMA             ,102.87,266,0,0,153,60,3.51,26
8/27/2016,647,647-TERRELL PLZ.,127.4,309,0,0,148,81,4.11,25
8/27/2016,648,648-HOLLYWOOD PK.,94.3,249,0,0,128,57,3.91,26
8/27/2016,651,651-CASTLE HILLS ,104.57,241,0,0,102,57,10.46,31
8/27/2016,660,660-UNIV P&R / NW VISTA,75.28,169,0,0,79,47,5.26,14
8/28/2016,2,2-BLANCO RD.,593.21,1410,0,0,704,350,28.41,126
8/28/2016,3,3-SAN PEDRO,339.72,1181,0,0,662,207,30.05,83
8/28/2016,4,4-SAN PEDRO,539.38,1870,0,0,938,301,29.66,131
8/28/2016,5,5-MC CULLOUGH,247.78,556,0,0,269,152,8.52,54
8/28/2016,8,8-N.ST.MARYS,185.53,411,0,0,210,103,9.32,40
8/28/2016,9,9-BROADWAY,222.22,704,0,0,370,121,13.6,61
8/28/2016,10,10-NACO./BROAD.,235.49,720,0,0,358,134,11.66,61
8/28/2016,11,11-NACOGDOCHES,77.35,210,0,0,104,45,6.7,19
8/28/2016,14,14-PERRIN BEITL,536.02,1213,0,0,610,338,20.37,116
8/28/2016,16,16-Ft. Sam Express,126.95,73,0,0,25,45,0.4,2
8/28/2016,17,17-RANDOLPH P/R,110.55,368,0,0,213,65,9.8,17
8/28/2016,20,20-NEW BRAUNFELS,554.24,1803,1,0,897,316,27.47,155
8/28/2016,21,21-KIRBY,292.75,701,0,0,344,161,22.7,87
8/28/2016,22,22-NOLAN,159.31,593,0,0,275,94,12.28,39
8/28/2016,24,24-E.HOUSTON,289.08,665,0,0,320,167,9.11,48
8/28/2016,25,25-EAST COMMERCE,471.68,1323,0,0,659,273,33.04,133
8/28/2016,26,26-M.L. KING,288.19,875,0,0,392,147,9.92,69
8/28/2016,28,28-PORTER,353.77,1075,0,0,518,212,17.28,86
8/28/2016,30,30-RIGSBY,301.93,719,0,0,334,189,16.73,81
8/28/2016,32,32-STEVES AVENUE,220,497,0,0,246,129,8.77,50
8/28/2016,34,34-S.ST.MARY'S,391.05,1027,0,0,481,234,18.77,95
8/28/2016,36,36-S. PRESA ST.,195.19,457,0,0,212,112,18.93,62
8/28/2016,40,40-VIVA Mission,34,59,0,0,33,10,0.55,1
8/28/2016,42,42-ROOSEVELT,305.88,783,0,0,371,178,17.26,82
8/28/2016,43,43-S. FLORES,193.71,592,0,0,240,116,10.35,49
8/28/2016,44,44-PLEASANTON RD.,310.2,846,0,0,368,193,28.52,97
8/28/2016,46,46-COMMERCIAL,130.69,327,0,0,148,78,5.54,34
8/28/2016,51,51-NOGALITOS STREET,399.72,1007,0,0,464,266,19.03,110
8/28/2016,62,62-KELLY U.S.A.,149.22,330,0,0,122,98,7,30
8/28/2016,64,64-KLAC/SEA WORLD/N.W. VISTA    ,114.91,423,1,0,285,61,2.2,11
8/28/2016,65,65-LACKLAND/USO EXPRESS         ,94.1,81,0,0,43,32,18.05,2
8/28/2016,66,66-CERALVO,297.99,867,0,0,437,171,17.1,78
8/28/2016,67,67-LAREDO,182.36,357,0,0,172,104,11.14,41
8/28/2016,68,68-GUADALUPE,456.73,1497,0,0,667,254,22.16,101
8/28/2016,75,75-WEST COMMERCE,387.23,1262,0,0,605,233,19.74,91
8/28/2016,76,76-OLD HWY. 90 W.,458.26,1652,0,0,905,261,29.99,137
8/28/2016,77,77-MARTIN ST.,107.3,309,0,0,138,63,4.27,22
8/28/2016,79,79-RUIZ ST.,263.34,1033,0,0,483,156,11.36,59
8/28/2016,82,82-CULEBRA,323.55,871,0,0,459,189,15.86,92
8/28/2016,88,88-BANDERA RD.,446.42,1288,0,0,620,253,24.31,122
8/28/2016,89,89-DONALDSON,204,578,0,0,255,131,10.5,54
8/28/2016,90,90-BABCOCK RD.,209.86,720,0,0,361,116,16.46,55
8/28/2016,94,94-FIESTA/UTSA/EXPRESS          ,123.35,467,0,0,251,67,3.3,11
8/28/2016,95,95-Fredericksburg Rd.,140.34,855,1,0,434,81,6.88,50
8/28/2016,96,96-VANCE JACKSON RD.,417.76,1242,0,0,627,253,23.81,114
8/28/2016,97,97-WEST AVENUE,258.08,787,0,0,417,152,27.07,67
8/28/2016,100,100 - PRIMO FREDRICKSBURG RD.,951.22,3518,0,0,1929,561,44.83,225
8/28/2016,301,301-RED                         ,256.35,489,0,0,181,127,9,32
8/28/2016,502,502-THOUSAND OAKS               ,187.3,578,0,0,362,108,7.04,40
8/28/2016,505,505-BASSE RD.,99.78,259,0,0,117,62,5.42,28
8/28/2016,515,515-SOUTHCROSS                  ,117.45,340,0,0,147,73,20.29,40
8/28/2016,520,520-ZARZAMORA                   ,1269.39,3466,0,0,1623,720,50.97,316
8/28/2016,522,522-CUPPLES RD.                 ,123.36,401,1,0,197,70,3.87,23
8/28/2016,524,524-MCMULLEN                    ,356.42,922,0,0,456,210,16.21,78
8/28/2016,534,534-WURZBACH                    ,328.38,1075,1,0,592,185,19.17,87
8/28/2016,550,550-LOOPER LIMITED STOP,751.44,1951,0,0,1108,452,32.72,196
8/28/2016,551,551-LOOPER LIMITED STOP,665.62,1917,0,0,1100,382,26.86,156
8/28/2016,602,602-MED/N CENT,146.9,431,0,0,265,84,5.95,36
8/28/2016,603,603-MED/WD  PK/UTSA,170,413,0,0,193,98,5.28,37
8/28/2016,604,604-CROSSROADS/WOODS OF SHAVANO ,148.09,322,0,0,141,90,5.85,46
8/28/2016,606,606-INGRAM/NEW TERRITORIES      ,122.88,279,0,0,129,69,8.43,37
8/28/2016,607,607-CROSS./INGR.,85.95,274,0,0,134,56,7.12,24
8/28/2016,609,609-BRAUN/INGR,54.09,143,0,0,65,32,2.39,9
8/28/2016,610,610-N.W. CROSSING,109.04,255,0,0,127,54,7.03,32
8/28/2016,611,611-VALLEY HI,88.44,268,0,0,133,51,7.22,24
8/28/2016,612,612-WESTLAKES,70.99,217,0,0,85,43,9.88,17
8/28/2016,613,613-HERITAGE NW,95.91,279,0,0,161,56,1.71,18
8/28/2016,614,614-HIDDEN COVE,145.75,276,0,0,144,87,42.82,50
8/28/2016,615,615-HERITAGE PK.,90.9,200,0,0,96,56,5.1,20
8/28/2016,616,616-SKY HARBOUR,61.84,192,0,0,112,36,3.1,15
8/28/2016,617,617-RAINBOW HILLS,154.34,404,0,0,172,80,8.87,37
8/28/2016,618,618-WLAKES/ING.,113.45,241,0,0,108,63,2.62,21
8/28/2016,619,619-INDIAN CREEK,155.42,345,0,0,169,86,8.75,24
8/28/2016,620,620-BRAUN./MED.,54.31,148,0,0,81,34,1.84,13
8/28/2016,629,629 - INDUSTRY PARK,48.72,119,0,0,65,34,3.91,15
8/28/2016,630,630-SUNRISE,107.43,277,0,0,149,70,7.89,29
8/28/2016,632,632-WOODLAKE,188.3,439,0,0,212,112,9.16,42
8/28/2016,642,642-NACO PASS/SELMA             ,91.25,244,0,0,139,61,3.07,22
8/28/2016,647,647-TERRELL PLZ.,66.93,224,0,0,98,36,4.69,17
8/28/2016,648,648-HOLLYWOOD PK.,72.48,175,0,0,87,46,4.78,24
8/28/2016,651,651-CASTLE HILLS ,75.82,220,0,0,87,46,3.65,25
8/29/2016,2,2-BLANCO RD.,1265.39,3014,0,0,1668,659,76.69,351
8/29/2016,3,3-SAN PEDRO,541.37,2213,8,0,1403,285,23.18,152
8/29/2016,4,4-SAN PEDRO,860.79,2911,1,0,1730,464,58.45,258
8/29/2016,5,5-MC CULLOUGH,392.78,1201,0,0,731,222,31.61,125
8/29/2016,6,6-US 281 Express,119.04,377,0,0,238,80,7.92,20
8/29/2016,8,8-N.ST.MARYS,505.83,1251,0,0,712,269,18.95,113
8/29/2016,9,9-BROADWAY,464.25,1304,0,0,842,259,17.82,131
8/29/2016,10,10-NACO./BROAD.,402.29,1233,1,0,815,228,22.57,120
8/29/2016,11,11-NACOGDOCHES,105.51,201,0,0,99,60,8.32,18
8/29/2016,14,14-PERRIN BEITL,912.73,2110,0,0,1316,546,46.4,227
8/29/2016,17,17-RANDOLPH P/R,144.79,928,0,0,485,88,19.23,32
8/29/2016,20,20-NEW BRAUNFELS,1216.02,3863,1,0,2496,661,69.85,343
8/29/2016,21,21-KIRBY,634.62,1228,0,0,688,348,27.23,149
8/29/2016,22,22-NOLAN,291.62,996,0,0,693,163,40.23,98
8/29/2016,24,24-E.HOUSTON,384.47,1216,0,0,808,221,24.22,103
8/29/2016,25,25-EAST COMMERCE,673.71,1899,0,0,1104,351,40.72,191
8/29/2016,26,26-M.L. KING,465.79,1387,0,0,775,248,22.57,128
8/29/2016,28,28-PORTER,614.88,1512,1,0,922,336,32.47,186
8/29/2016,30,30-RIGSBY,466.76,1159,0,0,661,256,43.52,142
8/29/2016,32,32-STEVES AVENUE,463.92,1022,0,0,534,218,20.47,113
8/29/2016,34,34-S.ST.MARY'S,685.33,1829,0,0,1102,363,41.08,181
8/29/2016,36,36-S. PRESA ST.,329.21,736,0,0,410,171,18.2,85
8/29/2016,40,40-VIVA Mission,8.25,26,0,0,12,5,0.3,3
8/29/2016,42,42-ROOSEVELT,536.63,1270,0,0,690,284,35.93,151
8/29/2016,43,43-S. FLORES,424.01,1121,0,0,682,220,20.71,115
8/29/2016,44,44-PLEASANTON RD.,545.95,1338,0,0,773,288,21.35,143
8/29/2016,46,46-COMMERCIAL,250.79,529,0,0,304,125,28.29,77
8/29/2016,48,48-IH 35 South Express,12.2,35,0,0,12,8,2.65,2
8/29/2016,51,51-NOGALITOS STREET,486.98,1316,2,0,799,267,26.27,150
8/29/2016,54,54-S.MAIN,100.9,221,0,0,117,56,4.38,24
8/29/2016,62,62-KELLY U.S.A.,229.3,534,0,0,324,127,12.21,59
8/29/2016,64,64-KLAC/SEA WORLD/N.W. VISTA    ,196.8,840,0,0,536,117,6.06,18
8/29/2016,66,66-CERALVO,467.18,1224,0,0,705,242,22.2,138
8/29/2016,67,67-LAREDO,198.96,488,0,0,284,106,4.77,43
8/29/2016,68,68-GUADALUPE,761.67,2439,1,0,1493,394,36.47,214
8/29/2016,70,70-DURANGO,49.37,175,0,0,105,22,2.66,15
8/29/2016,75,75-WEST COMMERCE,790.65,2394,0,0,1513,432,52.57,237
8/29/2016,76,76-OLD HWY. 90 W.,687.83,2613,7,0,1728,347,35.71,204
8/29/2016,77,77-MARTIN ST.,276.7,700,0,0,426,155,8.53,62
8/29/2016,79,79-RUIZ ST.,452.08,1562,0,0,1069,242,22.59,133
8/29/2016,82,82-CULEBRA,770.49,2026,0,0,1278,413,39.97,213
8/29/2016,88,88-BANDERA RD.,737.92,1748,0,0,1068,420,63.87,184
8/29/2016,89,89-DONALDSON,366.12,1107,0,0,693,203,23.06,112
8/29/2016,90,90-BABCOCK RD.,470.95,1412,0,0,760,263,19.88,129
8/29/2016,93,93-CROSS./UTSA/P/R EXP.,181.82,889,0,0,299,117,15.39,34
8/29/2016,94,94-FIESTA/UTSA/EXPRESS          ,94.69,466,0,0,182,59,6.53,11
8/29/2016,95,95-Fredericksburg Rd.,186.48,932,0,0,561,94,26.7,66
8/29/2016,96,96-VANCE JACKSON RD.,721.21,2206,0,0,1418,411,31.97,196
8/29/2016,97,97-WEST AVENUE,583.03,1795,0,0,1147,323,20.01,166
8/29/2016,100,100 - PRIMO FREDRICKSBURG RD.,1381.91,5458,0,0,3750,785,71.38,368
8/29/2016,301,301-RED                         ,122.11,295,0,0,160,83,5.32,19
8/29/2016,502,502-THOUSAND OAKS               ,358.91,975,0,0,618,205,15.04,95
8/29/2016,505,505-BASSE RD.,197.59,559,0,0,374,106,27.4,85
8/29/2016,509,509-HILDEBRAND                  ,326.99,828,0,0,508,174,21.93,88
8/29/2016,515,515-SOUTHCROSS                  ,364.79,879,1,0,484,184,9.92,84
8/29/2016,520,520-ZARZAMORA                   ,1999.97,6152,3,0,3768,1129,137.11,544
8/29/2016,522,522-CUPPLES RD.                 ,336.51,964,0,0,622,158,24.99,96
8/29/2016,524,524-MCMULLEN                    ,799.8,2414,2,0,1355,403,41.16,240
8/29/2016,534,534-WURZBACH                    ,659.18,2219,1,0,1502,376,41.01,179
8/29/2016,550,550-LOOPER LIMITED STOP,1142.27,3204,0,0,2113,665,50.31,297
8/29/2016,551,551-LOOPER LIMITED STOP,1187.77,3449,0,0,2351,679,56.91,306
8/29/2016,602,602-MED/N CENT,397.19,948,0,0,592,218,32.76,107
8/29/2016,603,603-MED/WD  PK/UTSA,271.45,761,0,0,418,146,15.59,71
8/29/2016,604,604-CROSSROADS/WOODS OF SHAVANO ,208.6,504,0,0,298,104,13.11,56
8/29/2016,605,605-MED./BRAUN,75.05,202,0,0,94,39,5.11,22
8/29/2016,606,606-INGRAM/NEW TERRITORIES      ,224.03,481,0,0,253,114,9.29,56
8/29/2016,607,607-CROSS./INGR.,110.91,344,0,0,206,58,4.86,31
8/29/2016,609,609-BRAUN/INGR,96.26,256,0,0,157,46,3.4,23
8/29/2016,610,610-N.W. CROSSING,241.75,549,0,0,327,116,8.83,61
8/29/2016,611,611-VALLEY HI,94.37,277,0,0,167,44,2.87,25
8/29/2016,612,612-WESTLAKES,106.04,258,0,0,151,54,5.23,30
8/29/2016,613,613-HERITAGE NW,315.43,709,0,0,411,159,13.63,79
8/29/2016,614,614-HIDDEN COVE,82.73,188,0,0,108,41,1.25,12
8/29/2016,615,615-HERITAGE PK.,246.05,601,1,0,326,128,17.84,69
8/29/2016,616,616-SKY HARBOUR,234.62,408,0,0,205,140,7.85,41
8/29/2016,617,617-RAINBOW HILLS,192.9,450,0,0,276,84,6.94,40
8/29/2016,618,618-WLAKES/ING.,163.21,370,0,0,223,83,5.89,36
8/29/2016,619,619-INDIAN CREEK,78.22,232,0,0,163,39,2.41,20
8/29/2016,620,620-BRAUN./MED.,186.31,550,0,0,264,116,15.79,58
8/29/2016,629,629 - INDUSTRY PARK,81.79,166,0,0,93,52,4.32,20
8/29/2016,630,630-SUNRISE,156.52,328,0,0,189,88,13.79,40
8/29/2016,631,631 - SUNRISE/SUMMERFEST,58.43,154,0,0,99,30,2.08,14
8/29/2016,632,632-WOODLAKE,431.44,1038,0,0,644,254,23.99,108
8/29/2016,640,640-NACO PASS/ROLLING OAKS      ,110.87,201,0,0,111,64,4.91,24
8/29/2016,641,641-NACO PASS/ROLLING OAKS      ,97.25,251,0,0,133,49,2.57,20
8/29/2016,642,642-NACO PASS/SELMA             ,154.03,292,0,0,154,84,7.74,39
8/29/2016,647,647-TERRELL PLZ.,143.83,319,0,0,206,69,6.24,38
8/29/2016,648,648-HOLLYWOOD PK.,207.11,451,0,0,258,112,9.26,56
8/29/2016,651,651-CASTLE HILLS ,238.34,564,0,0,310,131,15.52,68
